RCT_ID,Title,Primary Investigator,DOI Number,First registered on,RCT_ID_num
AEARCTR-0007622,The Influence of Public Participation on Voter Turnout,Chun-Fang Chiang,10.1257/rct.7622-1.0,2021-05-07,7622
AEARCTR-0007623,Multiple Identities and Attentiveness,SHI ZHUO,10.1257/rct.7623-1.0,2021-05-17,7623
AEARCTR-0007624,Sex Education: Experimental Evidence on the Impact of the Message and Messenger on Adolescent Sexual Behavior,Noam Angrist,10.1257/rct.7624-1.0,2021-05-02,7624
AEARCTR-0007627,Market Discrimination and Social Media,Raphael Moritz,10.1257/rct.7627-2.0,2021-05-07,7627
AEARCTR-0007628,Motivating students with successful endings: effect of hopeful role model stories on primary and secondary school pupils in Naples.,Selene Ghisolfi,10.1257/rct.7628-3.0,2021-05-03,7628
AEARCTR-0007630,What trust cues increase the intention to buy online among consumers? A comparative study between North African and European Consumers. ,Teo Firpo,10.1257/rct.7630-1.1,2021-06-04,7630
AEARCTR-0007631,FORWORK - Fostering Opportunities of Refugee Workers,paolo pinotti,10.1257/rct.7631-1.0,2021-12-23,7631
AEARCTR-0007632,Pay-for-Performance and Bureaucratic Representation in Public Organization,Mogens Jin Pedersen,10.1257/rct.7632-3.0,2021-05-12,7632
AEARCTR-0007634,Social Norms for COVID-19 Vaccination,Mariana Carrera,10.1257/rct.7634-1.2000000000000002,2021-05-05,7634
AEARCTR-0007636,Language and pro-environmental behavior,Andrea Essl,10.1257/rct.7636-1.1,2021-05-05,7636
AEARCTR-0007637,A Field Experiment on Adaptive Learning Applying a Machine Learning Algorithm,Isabell Zipperle,10.1257/rct.7637-1.0,2021-05-26,7637
AEARCTR-0007638,Spouses’ Relative Influence in Household Decision-Making: Does decision domain make a difference? ,Louise Jeppsson,10.1257/rct.7638-1.0,2021-05-07,7638
AEARCTR-0007639,Go for It: Effects of Insurance on Investment,Borja Pérez-Viana,10.1257/rct.7639-1.0,2021-06-13,7639
AEARCTR-0007642,Flexible working time arrangements and gender,Magdalena Smyk,10.1257/rct.7642-1.1,2021-05-06,7642
AEARCTR-0007646,Online advice for SMEs on how to improve their productivity through the adoption of proven digital technologies,Claire Cathro,10.1257/rct.7646-2.0,2021-05-10,7646
AEARCTR-0007647,Do default nudges and financial incentives increase COVID-19 vaccine acceptance among university students?,Madison Ashworth,10.1257/rct.7647-1.0,2021-05-07,7647
AEARCTR-0007649,The impact of the Covid-19 pandemic on perceived returns to university education in Switzerland.,Laura Hagspiel,10.1257/rct.7649-1.3000000000000003,2021-05-10,7649
AEARCTR-0007650,Keep your eyes on the prize: How to make penalty contracts work 2,Andrea Essl,10.1257/rct.7650-1.2,2021-05-10,7650
AEARCTR-0007651,"The effect of losing a competition: the role of gender, unfairness and feedback",Roel van Veldhuizen,10.1257/rct.7651-2.0,2021-05-20,7651
AEARCTR-0007652,"Behavioral interventions, economic preferences and vaccination uptake",Florian Schneider,10.1257/rct.7652-2.0,2021-05-27,7652
AEARCTR-0007653,Cognitive Noise in Belief Formation,Felix Mauersberger,10.1257/rct.7653-1.0,2021-05-11,7653
AEARCTR-0007654,Personal Experiences and Political Views among Nepalese Politicians,Stefano Fiorin,10.1257/rct.7654-1.0,2021-05-10,7654
AEARCTR-0007656,The public's opinions on the effect on COVID-19 vaccine intentions from information about people's extreme actions to get vaccinated,Linda Thunstrom,10.1257/rct.7656-1.0,2021-05-10,7656
AEARCTR-0007657,"Legal mandates, information, and political representation of women: Evidence from Gender Quotas in Chile",Antonia Paredes Haz,10.1257/rct.7657-1.1,2021-05-13,7657
AEARCTR-0007658,Behavioral responses to credit repayment: the effect of messages and renegotiations offers,Giorgia Barboni,10.1257/rct.7658-2.0,2021-05-11,7658
AEARCTR-0007659,Understanding and Improving Policymakers' Sensitivity to Program Impact,Mattie Toma,10.1257/rct.7659-3.3000000000000003,2021-05-21,7659
AEARCTR-0007661,The gender gap in financing and perceived penalties: Experimental Evidence from Turkey,Solene Delecourt,10.1257/rct.7661-1.0,2022-10-16,7661
AEARCTR-0007662,Early Childhood Programs Change Test Scores but Do They Change Brain Activity?,Karen Ye,10.1257/rct.7662-1.0,2021-05-11,7662
AEARCTR-0007663,Interactive Phone Calls to Improve Reading Fluency,Anja Sautmann,10.1257/rct.7663-3.0,2021-05-11,7663
AEARCTR-0007664,Preferences for redistribution in Mexico,Aurora A. Ramírez-Álvarez,10.1257/rct.7664-2.0,2021-05-11,7664
AEARCTR-0007665,Real-effort laboratory experiment on the effects of production uncertainty on agent effort allocation among two inputs.,Aaron Phipps,10.1257/rct.7665-1.0,2021-05-11,7665
AEARCTR-0007666,Job Characteristics and Attraction to Public Sector Employment: The Moderating Effects of Public Service Motivation and Self-Efficacy,Mogens Jin Pedersen,10.1257/rct.7666-2.1,2021-05-12,7666
AEARCTR-0007667,Time Pressure: Preferences and Performance Effects,Roel van Veldhuizen,10.1257/rct.7667-2.1,2021-05-25,7667
AEARCTR-0007668,"Education, Immigration and HPV Vaccination: an Informational Randomized Trial",Lisen Arnheim Dahlström,10.1257/rct.7668-2.1,2021-08-17,7668
AEARCTR-0007669,The impact of an agile management policy on education. Evidence from a randomised field experiment in Brazil,Felipe Galvão Puccioni,10.1257/rct.7669-2.3,2021-05-15,7669
AEARCTR-0007670,Evolve Digital - The adoption of new technology in small family businesses,Doug Scott,10.1257/rct.7670-2.0,2021-05-12,7670
AEARCTR-0007672,"How do combinations of nudges affect consumer sustainable
behavior?",Rachel Pompa,10.1257/rct.7672-2.0,2021-05-14,7672
AEARCTR-0007673,Pledges and charitable giving,Ragan Petrie,10.1257/rct.7673-1.0,2021-05-12,7673
AEARCTR-0007674,Can Information Nudges Prevent Learning Decay During COVID-19? Evidence from a Randomized Field Experiment in Bangladesh,Tomoki Fujii,10.1257/rct.7674-1.2,2021-05-16,7674
AEARCTR-0007675,Can strategic thinking be taught or is it a matter of cognitive ability and personality?,Verneri Sirva,10.1257/rct.7675-1.0,2021-05-14,7675
AEARCTR-0007677,"Gender, information exchange and choice over co-workers: experimental evidence ",Shan Aman-Rana,10.1257/rct.7677-1.0,2021-05-14,7677
AEARCTR-0007679,Belief updating with induced emtions,yangfei lin,10.1257/rct.7679-1.0,2021-10-30,7679
AEARCTR-0007680,Are Online News Consumers Sophisticated Enough to Detect Media Bias? ,Yihong Huang,10.1257/rct.7680-1.1,2021-05-15,7680
AEARCTR-0007682,"Khollaboration with Khan Academy: Leveraging Computer Assisted Learning, Teachers, and Parents to Facilitate Personalized Learning at Scale",Philip Oreopoulos,10.1257/rct.7682-2.2,2021-06-17,7682
AEARCTR-0007684,Public Goods Provision and Government Size,Daiki Kishishita,10.1257/rct.7684-1.1,2021-06-29,7684
AEARCTR-0007685,"Changing the System, Not the Seeker",Amisha Miller,10.1257/rct.7685-2.1,2021-05-18,7685
AEARCTR-0007686,Tutoring in (Online) Higher Education,Johannes Rincke,10.1257/rct.7686-2.0,2021-05-18,7686
AEARCTR-0007687,Individual trust and trustworthy behaviours in differentiated organisational structures,Yudan Pang,10.1257/rct.7687-1.0,2021-05-25,7687
AEARCTR-0007688,"
Stephen versus Stephanie? 
Does Gender Matter for Peer to Peer Career Advice.
",Grace Lordan,10.1257/rct.7688-1.0,2021-05-18,7688
AEARCTR-0007689,The Social Welfare Functions of Elected Politicians ,Christoph Feldhaus,10.1257/rct.7689-1.1,2021-05-24,7689
AEARCTR-0007690,Who deserves redistribution?,Daniela Grieco,10.1257/rct.7690-1.0,2021-05-19,7690
AEARCTR-0007691,Risk Preferences and Outcome Bias in the Delegation Process,Manuel Schwaninger,10.1257/rct.7691-1.2,2021-05-20,7691
AEARCTR-0007693,Forest conservation on a budget: Redesigning payments for ecosystem services in Mexico to increase cost-effectiveness,Santiago Saavedra,10.1257/rct.7693-1.1,2021-06-01,7693
AEARCTR-0007696,Orientare alla Scelta,Elisa Manzella,10.1257/rct.7696-1.0,2021-10-19,7696
AEARCTR-0007697,A Voluntary Disclosure Approach to Salary History Ban: Experimental Evidence form the Lab,Merve Sariisik,10.1257/rct.7697-1.0,2021-06-03,7697
AEARCTR-0007698,Motivated Beliefs about Climate Change,Roel van Veldhuizen,10.1257/rct.7698-1.1,2021-07-11,7698
AEARCTR-0007699,The Impact of Case Management on the Efficiency and Quality of Dispute Resolution: Evidence from Court-Annexed Mediation in Kenya,Manuel Ramos Maqueda,10.1257/rct.7699-1.0,2021-05-20,7699
AEARCTR-0007701,Vouchers to increase the affordability of fruits and vegetables in Nigeria and Vietnam,Kate Ambler,10.1257/rct.7701-1.1,2021-08-06,7701
AEARCTR-0007704,How do intentions and outcomes affect reciprocity?,JIABIN WU,10.1257/rct.7704-1.0,2021-05-20,7704
AEARCTR-0007706,"Replication Dertwinkel-Kalt and Köster (2020, JEEA)",Mats Köster,10.1257/rct.7706-2.0,2021-05-21,7706
AEARCTR-0007707,Misattribution of monetary amounts,Rumen Kerekov,10.1257/rct.7707-1.0,2021-05-21,7707
AEARCTR-0007709,Corona NRW,Mark A. Andor,10.1257/rct.7709-1.0,2021-05-21,7709
AEARCTR-0007710,Corona NRW - Further Analyses,Mark A. Andor,10.1257/rct.7710-1.0,2021-05-21,7710
AEARCTR-0007711,Building customers and markets for SMEs through online training,David McKenzie,10.1257/rct.7711-2.0,2021-05-21,7711
AEARCTR-0007712,Authoritarian Messaging and Health Behavior,Henry Hale,10.1257/rct.7712-1.0,2021-05-22,7712
AEARCTR-0007713,Can locally-targeted feedback encourage the use of COVID contact tracing apps? Control Experiment,Ximeng Fang,10.1257/rct.7713-1.1,2021-05-24,7713
AEARCTR-0007714,"Ends versus Means: Kantians, Utilitarians and Moral Decisions",Luca Henkel,10.1257/rct.7714-4.0,2021-06-28,7714
AEARCTR-0007715,Survey uptake decisions with a transparent default,Michael Hand,10.1257/rct.7715-1.0,2021-05-24,7715
AEARCTR-0007716,Social preferences and responses to changes in inequality perception,Julien Senn,10.1257/rct.7716-1.2,2021-05-25,7716
AEARCTR-0007718,Feedback and Performance: A Lab Experiment,Lorenzo Casaburi,10.1257/rct.7718-1.0,2021-05-26,7718
AEARCTR-0007719,Long-term Direct and Intra-Household Spillover Effects of a Conditional Cash Transfer Program: Experimental Evidence from Colombia,Matias Busso,10.1257/rct.7719-1.0,2021-07-16,7719
AEARCTR-0007720,Adopting Computer Assisted Learning (CAL) at Scale: Training and Supporting Teachers and Families to Use CAL Technologies in Puerto Rico Public Schools,Gustavo J. Bobonis,10.1257/rct.7720-1.1,2021-08-30,7720
AEARCTR-0007722,"Credit Card Statements: Effects of simplification, anchoring and salience on understanding and on repayment decisions.  ",Erika Soki,10.1257/rct.7722-2.0,2021-06-02,7722
AEARCTR-0007723,Providing Feedback on recycling performance: a field experiment,Eduard Alonso-Pauli,10.1257/rct.7723-1.0,2021-07-23,7723
AEARCTR-0007724,A Field Experiment on Group Competition and Charitable Giving,Christoph Oslislo,10.1257/rct.7724-1.0,2021-06-13,7724
AEARCTR-0007725,Impact of Community Volunteers in Nigeria National Social Safety Nets Program (NASSP) Livelihood Pilot,Oyebola Okunogbe,10.1257/rct.7725-1.0,2022-06-13,7725
AEARCTR-0007726,Mechanisms Driving Social Comparison Nudges,Erica Myers,10.1257/rct.7726-1.0,2021-05-26,7726
AEARCTR-0007727,Helping SMEs Climb the Export Quality Ladder - but how? Evidence from Tunisia,Florian Münch,10.1257/rct.7727-1.2,2021-06-09,7727
AEARCTR-0007729,A protocol for the role of incentives for adoption of climate-smart agricultural innovations: An experimental evaluation in Uganda,Emmanuel Bizimungu,10.1257/rct.7729-2.3,2021-05-27,7729
AEARCTR-0007730,Memory and Political Belief Formation,Phoebe Cai,10.1257/rct.7730-1.0,2021-09-10,7730
AEARCTR-0007731,Understanding the Impacts of Emergency Housing Grants on Housing Stability     ,Marianne Bertrand,10.1257/rct.7731-1.0,2021-08-20,7731
AEARCTR-0007734,Experimental evaluation of a Basic Income Pilot in Germany,Maximilian Kasy,10.1257/rct.7734-1.1,2021-05-27,7734
AEARCTR-0007736,Does it pay to ensure bail? An RCT on the effects of bail cost-sharing,Hanna Hoover,10.1257/rct.7736-1.0,2021-11-04,7736
AEARCTR-0007737,Racial Discrimination in Seeking Advice (update),Vojtech Bartos,10.1257/rct.7737-2.0,2021-05-31,7737
AEARCTR-0007738,The Effects of Cash Transfers on Social Preferences,Sara Lowes,10.1257/rct.7738-2.0,2021-05-27,7738
AEARCTR-0007739,Wage inequality and preferences for redistribution,Christopher Hoy,10.1257/rct.7739-1.4,2021-05-27,7739
AEARCTR-0007740,Excusing Myopia: The Role of Risk ,Wenbo Zou,10.1257/rct.7740-2.1,2021-05-28,7740
AEARCTR-0007741,Non-Linear Public Goods Games,Maximilian Andres,10.1257/rct.7741-3.0,2021-05-28,7741
AEARCTR-0007743,Can strategic thinking be taught or is it a matter of cognitive ability and personality?,Verneri Sirva,10.1257/rct.7743-1.0,2021-05-29,7743
AEARCTR-0007744,Building Sustainable Supply Chains: A Model of Youth Input Resellers in Kenya,Wyatt Pracht,10.1257/rct.7744-1.2,2021-11-20,7744
AEARCTR-0007745,Patient Perceptions on Physician Education and Quality by Race,Ayotomiwa Ojo,10.1257/rct.7745-1.0,2021-06-03,7745
AEARCTR-0007746,"Inequality, outreach and impact in public goods contributions",Nicky Nicholls,10.1257/rct.7746-1.4,2021-05-31,7746
AEARCTR-0007747,Analyzing learning under ambiguity,Fabian Bopp,10.1257/rct.7747-1.0,2021-09-01,7747
AEARCTR-0007748,Behavioral Time Allocation Decisions,Niklas Witzig,10.1257/rct.7748-1.1,2021-05-31,7748
AEARCTR-0007749,Group Image Concerns,Arno Apffelstaedt,10.1257/rct.7749-1.1,2021-05-31,7749
AEARCTR-0007750,The Supply of Motivated Beliefs,Michael Thaler,10.1257/rct.7750-1.0,2023-06-23,7750
AEARCTR-0007751,The Impact of Cashless Payment Options on Face-to-Face Fundraising,Adrian Chadi,10.1257/rct.7751-1.0,2021-05-31,7751
AEARCTR-0007752,Minimum Wages and Gift-Exchange,Adrian Chadi,10.1257/rct.7752-1.0,2021-05-31,7752
AEARCTR-0007753,Organ Donation Survey Experiment,BETA Team Registration,10.1257/rct.7753-1.0,2021-05-31,7753
AEARCTR-0007754,"Active Peer Pressure
",Manuel Hoffmann,10.1257/rct.7754-1.0,2021-09-07,7754
AEARCTR-0007755,Financial Inclusion through a Public-Private Partnership: Evidence from Ingreso Solidario in Colombia,Bridget Hoffmann,10.1257/rct.7755-1.1,2021-06-01,7755
AEARCTR-0007756,Intra household decision making and productive inclusion in Nigeria,Naira Kalra,10.1257/rct.7756-2.0,2021-06-14,7756
AEARCTR-0007758,Unraveling Soft-Commitment: Evidence from a Field Experiment on Recycling,Lara Ezquerra,10.1257/rct.7758-1.0,2021-07-19,7758
AEARCTR-0007763,The informational effect of candidate’s traits on voter behavior. A survey experiment for the municipal elections of Rome (Italy).,Gabriele Pinto,10.1257/rct.7763-2.2,2021-06-03,7763
AEARCTR-0007765,Referral Protocols for Achieving Gender Representation in Random Digit Dial Phone Surveys,Steven Glazerman,10.1257/rct.7765-1.0,2021-08-18,7765
AEARCTR-0007766,Probability Weighting when Sampling,Ronald Klingebiel,10.1257/rct.7766-1.0,2021-06-04,7766
AEARCTR-0007767,Job attributes and the gender retirement income gap,Iris Kesternich,10.1257/rct.7767-1.0,2021-06-04,7767
AEARCTR-0007768,Determinants of COVID Vaccine Uptake,Martin Abel,10.1257/rct.7768-1.2,2021-06-04,7768
AEARCTR-0007770,"Rebuilding Trust, Social Cohesion and Democratic Values",Saumitra Jha,10.1257/rct.7770-1.1,2021-06-05,7770
AEARCTR-0007773,"Continuous Incentives, Removal of Valence, and Bayesian Updating (online UZH)",Alexander Ritschel,10.1257/rct.7773-1.0,2021-06-22,7773
AEARCTR-0007774,"The Impact of Intimate Partner Violence Prevention Interventions among Refugees and Host Populations under the Social Safety Nets Project (Projet Filets Sociaux, PFS) in Cameroon. ",Rachel Cassidy,10.1257/rct.7774-1.1,2021-06-29,7774
AEARCTR-0007776,Testing the elicitation procedure of the Minimum Acceptable Probability,Maria Polipciuc,10.1257/rct.7776-1.1,2021-06-16,7776
AEARCTR-0007778,Understanding Behavioral Barriers to Demand for Mental Health Services,Lindsey Buck,10.1257/rct.7778-1.2,2021-06-22,7778
AEARCTR-0007779,Improving mental health during the COVID-19 pandemic: A tele-counselling intervention on university students and teachers of Bangladesh ,Kanti Nuzhat,10.1257/rct.7779-1.0,2021-06-09,7779
AEARCTR-0007780,Using reminder messages to increase recycling behaviour in Peru,Hanna Fuhrmann-Riebel,10.1257/rct.7780-8.1,2021-06-12,7780
AEARCTR-0007782,Mental Health and Adolescent Schooling: Evidence from a Therapy Field Experiment in Nepal,Priya Mukherjee,10.1257/rct.7782-2.0,2022-09-23,7782
AEARCTR-0007784,Digital delivery of Behavioural Activation to overcome depression and facilitate social and economic transitions of adolescents in LMICs (DoBAT),Kathleen Kahn,10.1257/rct.7784-1.1,2022-08-23,7784
AEARCTR-0007785,De-escalation technology: the impact of body-worn cameras on citizen-police interactions,Thiemo Fetzer,10.1257/rct.7785-1.0,2021-09-21,7785
AEARCTR-0007787,Impact of Short Educational Economics Videos on K-12 Students' Beliefs of What Economics Is,Melinda Liu,10.1257/rct.7787-2.0,2021-06-11,7787
AEARCTR-0007789,Responding to the COVID-19 pandemic: How municipal government performance affects electoral accountability in Mexico,John Marshall,10.1257/rct.7789-1.0,2021-06-12,7789
AEARCTR-0007790,Digital Business Training Programs: Evidence from Jordan,Layane Alhorr,10.1257/rct.7790-1.1,2021-07-13,7790
AEARCTR-0007791,Intertemporal Self-persuasion,Kai Barron,10.1257/rct.7791-1.0,2021-06-14,7791
AEARCTR-0007827,Using Predictive Analytics to Track Students: Evidence from a Seven-College Experiment,PETER BERGMAN,10.1257/rct.7827-1.0,2021-06-15,7827
AEARCTR-0007828,Impact evaluation of asset and cash transfers in South Sudan,Ethan Ligon,10.1257/rct.7828-1.0,2021-06-15,7828
AEARCTR-0007829,The Efficacy of Renewable Energy Technology in Agriculture: Some Empirical Evidence from Bangladesh,Zeenatul Islam,10.1257/rct.7829-1.0,2021-07-10,7829
AEARCTR-0007830,Group-Biased Risk Perception,Kelly Hyde,10.1257/rct.7830-1.0,2021-06-16,7830
AEARCTR-0007831,Does feedback from activity trackers influence physical activity? Evidence from a randomized controlled trial,Htay-Wah Saw,10.1257/rct.7831-1.1,2021-06-16,7831
AEARCTR-0007832,Privatizing gains and socializing risks: Does responsibility affect risky decision making for others?,Sascha Füllbrunn,10.1257/rct.7832-1.0,2021-06-28,7832
